,index,titulo,ano,abstract,full,word_count,Keyword
93,93,Across the universe of shale resources-a comparative assessment of the emerging legal foundations for unconventional energy,2018,"Outside the US, the commercial development of shale gas and oil will need to overcome significant legal and regulatory challenges if it is ever to take off. This study identifies several key features that have contributed to shale’s economic success in the US and applies them to three country settings where policy decisions have been taken to advance a shale resources agenda: Argentina, Colombia and the United Kingdom. Each country is at an initial stage in the development of its resources and has explored various legal instruments to advance its policy aims. In reviewing their experiences, we may be able to identify the emergence of a dedicated body of good or best practices. The study confirms that governments tend initially to rely heavily on established hydrocarbons regulatory approaches, where they exist, but that these quickly prove fragile or insufficient, and need to be supplemented by new measures and institutions targeted specifically at meeting the challenges arising from ownership, infrastructure (including local content) and consent which may otherwise inhibit investment in this energy sector.","Across the universe of shale resources-a comparative assessment of the emerging legal foundations for unconventional energy Outside the US, the commercial development of shale gas and oil will need to overcome significant legal and regulatory challenges if it is ever to take off. This study identifies several key features that have contributed to shale’s economic success in the US and applies them to three country settings where policy decisions have been taken to advance a shale resources agenda: Argentina, Colombia and the United Kingdom. Each country is at an initial stage in the development of its resources and has explored various legal instruments to advance its policy aims. In reviewing their experiences, we may be able to identify the emergence of a dedicated body of good or best practices. The study confirms that governments tend initially to rely heavily on established hydrocarbons regulatory approaches, where they exist, but that these quickly prove fragile or insufficient, and need to be supplemented by new measures and institutions targeted specifically at meeting the challenges arising from ownership, infrastructure (including local content) and consent which may otherwise inhibit investment in this energy sector.",189,"['legal', 'advance', 'challenge', 'country', 'various legal instrument', 'various legal', 'us commercial development', 'us commercial', 'practices study confirms', 'practices study', 'policy decision taken', 'policy aims reviewing', 'policy aims', 'ownership infrastructure including', 'ownership infrastructure', 'overcome significant legal', 'overcome significant', 'outside us commercial', 'outside us', 'otherwise inhibit investment']"
94,94,Adoption of legislation on shale gas in france: Hesitation and/or progress.,2013,"This paper provides a chronological account of the eventful adoption of France's first law on shale gas. This governance issue calls into question the implementation of environmental principles, such as the principles of prevention, public information and participation, which were constitutionalized in the 2005 Environmental Charter. The hesitations of the French government illustrate the management difficulties at the state level with regards to new unconventional hydrocarbons that have a particular impact on the environment. On 13th July 2011, the legislator adopted a law that prohibited the use of hydraulic fracturing for the prospection of shale gas and oil. Although this represents a world first, it was designed hastily and has failed to satisfy any of the stakeholders involved. We examine the chronology of events, with particular focus on the chaotic governmental and legislative responses to public pressure on an unprecedented scale.","Adoption of legislation on shale gas in france: Hesitation and/or progress. This paper provides a chronological account of the eventful adoption of France's first law on shale gas. This governance issue calls into question the implementation of environmental principles, such as the principles of prevention, public information and participation, which were constitutionalized in the 2005 Environmental Charter. The hesitations of the French government illustrate the management difficulties at the state level with regards to new unconventional hydrocarbons that have a particular impact on the environment. On 13th July 2011, the legislator adopted a law that prohibited the use of hydraulic fracturing for the prospection of shale gas and oil. Although this represents a world first, it was designed hastily and has failed to satisfy any of the stakeholders involved. We examine the chronology of events, with particular focus on the chaotic governmental and legislative responses to public pressure on an unprecedented scale.",152,"['hesitation', 'adoption', 'france', 'law', 'particular', 'first', 'unprecedented scale', 'principles principle prevention', 'principles principle', 'principle prevention public', 'principle prevention', 'prevention public information', 'prevention public', 'pressure unprecedented scale', 'pressure unprecedented', 'particular impact environment', 'particular impact', 'particular focus chaotic', 'particular focus', 'participation constitutionalized 2005']"
95,95,An analysis of the challenges for groundwater governance during shale gas development in South Africa,2016,"As a prelude to potential development of South Africa’s shale gas resources, it is critical to develop and implement effective groundwater governance arrangements. Existing policies and plans were analysed to determine whether critical gaps or barriers exist that could potentially lead to impacts on groundwater systems. Ten high-priority governance challenges were identified: (a) defining relevant metrics for baseline groundwater quality and availability; (b) developing guidelines for shale gas resource licensing, exploration, drilling, extraction, production, and completion; (c) defining and enforcing compliance monitoring systems; (d) dealing punitively with non-compliant operators; (e) mitigating and managing risks to prevent impairment of groundwater resources; (f) implementing a goal-based regulatory framework; g) enforcing strict chemical disclosure requirements; (h) coordinating across government departments and regulatory bodies meaningfully and productively; (i) implementing a framework for subsidiarity and support to local water management; and (j) providing an incentive framework that supports strong groundwater management and environmental protection. To overcome these challenges, it is recommended that a decentralised, polycentric, bottom-up approach involving multiple institutions is developed to adaptively manage shale gas development. This transition from the current rigid regulatory structure can foster cooperation and collaboration among key stakeholders. The use of a pro-active groundwater governance structure that can accommodate current, near-term, and long-term shale gas development is important for ensuring that future energy development in South Africa incorporates the influence of other simultaneous stressors such as climate (e.g. drought), landuse changes, population growth, industry, and competing demands for water. Keywords : groundwater, water governance, shale gas, South Africa","An analysis of the challenges for groundwater governance during shale gas development in South Africa As a prelude to potential development of South Africa’s shale gas resources, it is critical to develop and implement effective groundwater governance arrangements. Existing policies and plans were analysed to determine whether critical gaps or barriers exist that could potentially lead to impacts on groundwater systems. Ten high-priority governance challenges were identified: (a) defining relevant metrics for baseline groundwater quality and availability; (b) developing guidelines for shale gas resource licensing, exploration, drilling, extraction, production, and completion; (c) defining and enforcing compliance monitoring systems; (d) dealing punitively with non-compliant operators; (e) mitigating and managing risks to prevent impairment of groundwater resources; (f) implementing a goal-based regulatory framework; g) enforcing strict chemical disclosure requirements; (h) coordinating across government departments and regulatory bodies meaningfully and productively; (i) implementing a framework for subsidiarity and support to local water management; and (j) providing an incentive framework that supports strong groundwater management and environmental protection. To overcome these challenges, it is recommended that a decentralised, polycentric, bottom-up approach involving multiple institutions is developed to adaptively manage shale gas development. This transition from the current rigid regulatory structure can foster cooperation and collaboration among key stakeholders. The use of a pro-active groundwater governance structure that can accommodate current, near-term, and long-term shale gas development is important for ensuring that future energy development in South Africa incorporates the influence of other simultaneous stressors such as climate (e.g. drought), landuse changes, population growth, industry, and competing demands for water. Keywords : groundwater, water governance, shale gas, South Africa",249,"['groundwater', 'groundwater governance', 'development south africa', 'development south', 'south africa', 'africa', 'south', 'governance', 'implementing', 'enforcing', 'defining', 'framework', 'governance shale gas', 'governance shale', 'regulatory', 'structure', 'systems', 'water', 'critical', 'development']"
96,96,Assessing the existing knowledge base and opinions of decision makers on the regulation and monitoring of unconventional gas mining in South Africa,2013,"A policy vacuum exists in relation to the exploration and mining of unconventional gas in South Africa, with a recent survey showing that 86% of the respondents did not know what hydraulic fracturing entails. We conducted a study to determine the opinion of decision makers involved in formulating policy and regulating mining activities related to shale gas mining in South Africa, as this was not covered in the aforementioned survey. Our results demonstrate that the regulation of shale gas mining in South Africa is viewed as extremely important and identifies possible regulatory and monitoring tools to assist in governing this activity.","Assessing the existing knowledge base and opinions of decision makers on the regulation and monitoring of unconventional gas mining in South Africa A policy vacuum exists in relation to the exploration and mining of unconventional gas in South Africa, with a recent survey showing that 86% of the respondents did not know what hydraulic fracturing entails. We conducted a study to determine the opinion of decision makers involved in formulating policy and regulating mining activities related to shale gas mining in South Africa, as this was not covered in the aforementioned survey. Our results demonstrate that the regulation of shale gas mining in South Africa is viewed as extremely important and identifies possible regulatory and monitoring tools to assist in governing this activity.",123,"['mining', 'south africa', 'africa', 'mining south africa', 'mining south', 'gas mining south', 'gas mining', 'south', 'opinion decision maker', 'opinion decision', 'shale gas mining', 'decision maker', 'maker', 'monitoring', 'unconventional gas', 'opinion', 'activity', 'survey', 'viewed extremely important', 'viewed extremely']"
97,97,Brexit and Article 50 of the Treaty of the European Union: Implications for UK Energy Policy and Security,2017,"This paper articulates the potential implications of Brexit on energy policy and security in the United Kingdom (UK). Given the uncertainties associated with the decision to leave the European Union (EU), the need to consider its potential effects on the UK’s energy sector becomes even more pertinent. Through the lens of a few widely reviewed trade regimes in the light of Brexit, it can be observed that while UK energy policies are unlikely to change drastically, Brexit nevertheless threatens the UK’s capacity to safeguard its energy supply. The uncertainties following Brexit could arguably starve the UK’s upstream petroleum, electricity, and renewable energy sectors of their required investments. Both short and long-term impacts could result in UK residents paying more per unit of energy consumed in a “hard Brexit” scenario, where the UK exits the Internal Energy Market (IEM) and must trade with the EU under World Trade Organisation rules. While a hard Brexit could aid the growth of the nascent shale gas industry, a negotiated withdrawal that includes some form of access to the IEM (a “soft Brexit”) would be more beneficial for the future of energy security in the UK.","Brexit and Article 50 of the Treaty of the European Union: Implications for UK Energy Policy and Security This paper articulates the potential implications of Brexit on energy policy and security in the United Kingdom (UK). Given the uncertainties associated with the decision to leave the European Union (EU), the need to consider its potential effects on the UK’s energy sector becomes even more pertinent. Through the lens of a few widely reviewed trade regimes in the light of Brexit, it can be observed that while UK energy policies are unlikely to change drastically, Brexit nevertheless threatens the UK’s capacity to safeguard its energy supply. The uncertainties following Brexit could arguably starve the UK’s upstream petroleum, electricity, and renewable energy sectors of their required investments. Both short and long-term impacts could result in UK residents paying more per unit of energy consumed in a “hard Brexit” scenario, where the UK exits the Internal Energy Market (IEM) and must trade with the EU under World Trade Organisation rules. While a hard Brexit could aid the growth of the nascent shale gas industry, a negotiated withdrawal that includes some form of access to the IEM (a “soft Brexit”) would be more beneficial for the future of energy security in the UK.",209,"['brexit', 'uk', 'energy', 'uk energy', 'trade', 'uk energy policy', 'policy security', 'iem', 'energy policy security', 'brexit could', 'energy policy', 'hard brexit', 'security', 'hard', 'union', 'european union', 'could', 'energy sector', 'eu', 'sector']"
98,98,Butler v. Charles Powers Estate Superior Court Decision Causes Uncertainty with Unconventional Gas Leases,2011,"The Superior Court’s decision in Butler v. Charles Powers Estate is causing some uncertainty with respect to the validity of certain natural gas leases in Pennsylvania’s Marcellus Shale region. The issue before the court involved disputed ownership of the natural gas in the Marcellus Shale (and by implication, other unconventional natural gas plays in Pennsylvania). An 1881 deed reserved to Charles Powers, his heirs and assigns, one half the “minerals and Petroleum Oils” beneath the land. The Butlers brought a quite title action against the heirs seeking ownership of the reserved “minerals and petroleum oils” based on adverse possession. The trial court, citing the Dunham Rule, dismissed with prejudice the heirs’ request for a declaratory judgment that the reservation in the deed reserved to the heirs one-half ownership of the natural gas trapped within the Marcellus Shale on the basis that the deed did not specifically reference natural gas. The Superior Court reversed and remanded, reasoning that the Dunham Rule does not end the analysis, absent a more sufficient understanding of whether, among other things: (1) Marcellus Shale constitutes a “mineral”; (2) Marcellus Shale gas constitutes the type of conventional natural gas contemplated in Dunham and subsequent decisions; and (3) Marcellus Shale is similar to coal to the extent that whoever owns the shale, owns the shale gas. The case was remanded to the trial court to develop the record as to whether the Marcellus Shale constitutes a type of “mineral” such that the gas trapped within the shale falls within the deed’s reservation. The Butlers filed a petition for allowance of appeal with the Pennsylvania Supreme Court on October 7, 2011.","Butler v. Charles Powers Estate Superior Court Decision Causes Uncertainty with Unconventional Gas Leases The Superior Court’s decision in Butler v. Charles Powers Estate is causing some uncertainty with respect to the validity of certain natural gas leases in Pennsylvania’s Marcellus Shale region. The issue before the court involved disputed ownership of the natural gas in the Marcellus Shale (and by implication, other unconventional natural gas plays in Pennsylvania). An 1881 deed reserved to Charles Powers, his heirs and assigns, one half the “minerals and Petroleum Oils” beneath the land. The Butlers brought a quite title action against the heirs seeking ownership of the reserved “minerals and petroleum oils” based on adverse possession. The trial court, citing the Dunham Rule, dismissed with prejudice the heirs’ request for a declaratory judgment that the reservation in the deed reserved to the heirs one-half ownership of the natural gas trapped within the Marcellus Shale on the basis that the deed did not specifically reference natural gas. The Superior Court reversed and remanded, reasoning that the Dunham Rule does not end the analysis, absent a more sufficient understanding of whether, among other things: (1) Marcellus Shale constitutes a “mineral”; (2) Marcellus Shale gas constitutes the type of conventional natural gas contemplated in Dunham and subsequent decisions; and (3) Marcellus Shale is similar to coal to the extent that whoever owns the shale, owns the shale gas. The case was remanded to the trial court to develop the record as to whether the Marcellus Shale constitutes a type of “mineral” such that the gas trapped within the shale falls within the deed’s reservation. The Butlers filed a petition for allowance of appeal with the Pennsylvania Supreme Court on October 7, 2011.",286,"['court', 'marcellus shale', 'marcellus', 'deed', 'butler', 'superior court', 'reserved', 'heir', 'dunham', 'charles', 'superior', 'constitutes', 'ownership', 'natural gas', 'natural', 'trial court', 'trial', 'trapped within', 'superior court decision', 'shale constitutes']"
99,99,Can the Polish shale gas dog still bark? Politics and policy of unconventional hydrocarbons in Poland☆,2016,"Abstract The article is based on a throughout analysis of Polish and Western debate on shale gas as well as on interviews with key Polish experts and policymakers, and aims at reconstructing the recent history of development of shale gas in Poland and at mapping how various factors and actors have interacted in this process. Although the country’s membership in the EU makes the understanding of the EU regulatory framework important in this context, the main focus of the article is on how the issues have been addressed in Poland, the country that was believed to be best suited to become European shale gas success story. The article sheds light on how four factors – the national energy governance, social acceptance and geological conditions, combined with the Polish approach to energy security – have contributed to the process of shaping of the Polish policy on development of shale gas in a period between 2005 and 2015. By examining the question of development of unconventional energy resources in the Polish and European context this article seeks to address following questions to be covered in the special issue of the journal: • perceptions of risk and socially constructed debate on unconventional gas; • developments in individual countries (Poland) and in the EU; • national concerns about externalities; • the adequacy of current EU regulation and its reception in member states.","Can the Polish shale gas dog still bark? Politics and policy of unconventional hydrocarbons in Poland☆ Abstract The article is based on a throughout analysis of Polish and Western debate on shale gas as well as on interviews with key Polish experts and policymakers, and aims at reconstructing the recent history of development of shale gas in Poland and at mapping how various factors and actors have interacted in this process. Although the country’s membership in the EU makes the understanding of the EU regulatory framework important in this context, the main focus of the article is on how the issues have been addressed in Poland, the country that was believed to be best suited to become European shale gas success story. The article sheds light on how four factors – the national energy governance, social acceptance and geological conditions, combined with the Polish approach to energy security – have contributed to the process of shaping of the Polish policy on development of shale gas in a period between 2005 and 2015. By examining the question of development of unconventional energy resources in the Polish and European context this article seeks to address following questions to be covered in the special issue of the journal: • perceptions of risk and socially constructed debate on unconventional gas; • developments in individual countries (Poland) and in the EU; • national concerns about externalities; • the adequacy of current EU regulation and its reception in member states.",244,"['polish', 'poland', 'eu', 'article', 'country', 'european', 'development shale gas', 'development shale', 'unconventional', 'debate', 'context', 'development', 'factor', 'question', 'national', 'various factor actor', 'various factor', 'process shaping polish', 'process shaping', 'process although country']"
100,100,Comparative Politics of Sub-Federal Cap-and-Trade: Implementing the Western Climate Initiative,2015,"Why have only two of the eleven original members of the Western Climate Initiative implemented a cap-and-trade system? This article compares the implementation of cap-and-trade in California and Quebec versus in New Mexico and British Columbia. Ideas around the reality of anthropogenic global warming and the legitimacy of cap-and-trade created favorable context in three jurisdictions, although institutions condition the expression of these ideas in the policy-making process. Since parliamentary institutions concentrate power, elite consensus is more important in Canada, while in the United States public opinion plays a more significant role. However, ideational factors shaped by political institutions do not explain differences in cap-and-trade implementation. Growth in shale gas production, welcomed in British Columbia and New Mexico but resisted by Quebec and marginal in California, further explain different outcomes. Ideas, mediated by institutions, are the necessary prerequisites for action, while mat...","Comparative Politics of Sub-Federal Cap-and-Trade: Implementing the Western Climate Initiative Why have only two of the eleven original members of the Western Climate Initiative implemented a cap-and-trade system? This article compares the implementation of cap-and-trade in California and Quebec versus in New Mexico and British Columbia. Ideas around the reality of anthropogenic global warming and the legitimacy of cap-and-trade created favorable context in three jurisdictions, although institutions condition the expression of these ideas in the policy-making process. Since parliamentary institutions concentrate power, elite consensus is more important in Canada, while in the United States public opinion plays a more significant role. However, ideational factors shaped by political institutions do not explain differences in cap-and-trade implementation. Growth in shale gas production, welcomed in British Columbia and New Mexico but resisted by Quebec and marginal in California, further explain different outcomes. Ideas, mediated by institutions, are the necessary prerequisites for action, while mat...",151,"['cap trade', 'cap', 'trade', 'institution', 'western climate initiative', 'western climate', 'climate initiative', 'california', 'western', 'mexico', 'explain', 'initiative', 'columbia', 'british columbia', 'british', 'quebec', 'idea', 'implementation', 'climate', 'warming legitimacy cap']"
101,101,Conceptualizing the above ground factors in shale gas: Toward a research agenda on regulatory governance,2016,"Abstract Stalling progress in European, Chinese and Latin American shale has been attributed to difficult geological formations and lacking data. Yet, ‘above ground’ factors matter in the extractive industries as much as geology. It is policies, regulation and institutional settings that determines the success or failure of a contested, risk bound technology such as fracking. This article suggests that a regulatory governance agenda may offer novel insights into shale gas as a policy phenomenon. The article first provides a critical review of the existing literature on shale gas and identifies the key themes of security, social contestations and socio-economic impact. It then turns to assessing the literature on policy regimes, regulatory competition, regulatory path dependence and regulatory agencies which, it is argued, form essential elements of a research agenda for investigating unconventional gas as a regulatory governance problem. Building on these, the paper sketches focal points of investigations going forward.","Conceptualizing the above ground factors in shale gas: Toward a research agenda on regulatory governance Abstract Stalling progress in European, Chinese and Latin American shale has been attributed to difficult geological formations and lacking data. Yet, ‘above ground’ factors matter in the extractive industries as much as geology. It is policies, regulation and institutional settings that determines the success or failure of a contested, risk bound technology such as fracking. This article suggests that a regulatory governance agenda may offer novel insights into shale gas as a policy phenomenon. The article first provides a critical review of the existing literature on shale gas and identifies the key themes of security, social contestations and socio-economic impact. It then turns to assessing the literature on policy regimes, regulatory competition, regulatory path dependence and regulatory agencies which, it is argued, form essential elements of a research agenda for investigating unconventional gas as a regulatory governance problem. Building on these, the paper sketches focal points of investigations going forward.",165,"['regulatory governance', 'regulatory', 'agenda', 'ground factor', 'research agenda', 'ground', 'governance', 'literature', 'factor', 'problem building paper', 'problem building', 'policy phenomenon article', 'policy phenomenon', 'policies regulation institutional', 'policies regulation', 'phenomenon article first', 'phenomenon article', 'path dependence regulatory', 'path dependence', 'paper sketch focal']"
102,102,Delaying decarbonization: Climate governmentalities and sociotechnical strategies from Copenhagen to Paris,2020,"Abstract An era (2005–2015) centered around the Copenhagen Accord saw the rise of several immature sociotechnical strategies currently at play: carbon capture and storage, REDD+, next-generation biofuels, shale gas, short-lived climate pollutants, carbon dioxide removal, and solar radiation management. Through a framework grounded in governmentality studies, we point out common trends in how this seemingly disparate range of strategies is emerging, evolving, and taking effect. We find that recent sociotechnical strategies reflect and reinforce governance rationalities emerging during the Copenhagen era: regime polycentrism, relative gains sought in negotiations, ‘co-benefits’ sought with other governance regimes, ‘time-buying’ or ‘bridging’ rationalities, and appeals to vulnerable demographics. However, these sociotechnical systems remain conditioned by the resilient market governmentality of the Kyoto Protocol era. Indeed, the carbon economy exercises a systemic structuring condition: While emerging climate strategies ostensibly present new tracks for signalling ambition and action, they functionally permit the delaying of comprehensive decarbonization.","Delaying decarbonization: Climate governmentalities and sociotechnical strategies from Copenhagen to Paris Abstract An era (2005–2015) centered around the Copenhagen Accord saw the rise of several immature sociotechnical strategies currently at play: carbon capture and storage, REDD+, next-generation biofuels, shale gas, short-lived climate pollutants, carbon dioxide removal, and solar radiation management. Through a framework grounded in governmentality studies, we point out common trends in how this seemingly disparate range of strategies is emerging, evolving, and taking effect. We find that recent sociotechnical strategies reflect and reinforce governance rationalities emerging during the Copenhagen era: regime polycentrism, relative gains sought in negotiations, ‘co-benefits’ sought with other governance regimes, ‘time-buying’ or ‘bridging’ rationalities, and appeals to vulnerable demographics. However, these sociotechnical systems remain conditioned by the resilient market governmentality of the Kyoto Protocol era. Indeed, the carbon economy exercises a systemic structuring condition: While emerging climate strategies ostensibly present new tracks for signalling ambition and action, they functionally permit the delaying of comprehensive decarbonization.",160,"['sociotechnical', 'strategy', 'sociotechnical strategy', 'copenhagen', 'era', 'carbon', 'governmentality', 'delaying', 'decarbonization', 'emerging', 'climate', 'sought', 'vulnerable demographics however', 'vulnerable demographics', 'present track signalling', 'present track', 'permit delaying comprehensive', 'permit delaying', 'paris era 2005', 'paris era']"
103,103,Energy Security or Energy Governance? Legal and Political Aspects of Sustainable Exploration of Shale Gas in Poland.,2014,"This paper analyses prospects for an institutional structure to govern and ensure environmentally sustainable exploration of unconvent ional (shale) gas in Poland. Shale gas developments in the United States (US) ignited a widespread policy and law deba te in Europe about the prospects of emerging fuel. In Poland, the debate has developed particular ly high expectations on both the Government and the Public’s side, ascribed to future exploratio n and production of unconventional gas from shale formations. To ensure a balance between ener gy security prerogatives and resource governance responsibilities, Warsaw has sought to organise a t op-down approach to shale gas exploration in Poland with an enhanced role-playing of the Govern ment and its respective Ministries, particularly the Ministry of Environment in absence of an Energy Mini stry proper. What can be referred to as a state- centric model toward exploration of shale gas, the Polish case study evidences opportunities as well as challenges in replicating the US’s revolutionary g as production developments and it continues to have an impact on embryonic structure of energy govern ance in Poland. Utilising theories of politicisation and governance, the paper argues that the state-cen tric approach to the emerging resource may be inadequate to initiate a large-scale energy security change the country longs for. The state-centric approach and lack of a robust le gal framework may have been the ke y challenges to the rise of shale gas momentum which peaked in early 2010s. Exodus of key commercial actors from the Polish market in the last couple of years may harbinger inevita ble decline of future shale gas exploration and production as much needed financial and t echnological stimulus may be lacking.","Energy Security or Energy Governance? Legal and Political Aspects of Sustainable Exploration of Shale Gas in Poland. This paper analyses prospects for an institutional structure to govern and ensure environmentally sustainable exploration of unconvent ional (shale) gas in Poland. Shale gas developments in the United States (US) ignited a widespread policy and law deba te in Europe about the prospects of emerging fuel. In Poland, the debate has developed particular ly high expectations on both the Government and the Public’s side, ascribed to future exploratio n and production of unconventional gas from shale formations. To ensure a balance between ener gy security prerogatives and resource governance responsibilities, Warsaw has sought to organise a t op-down approach to shale gas exploration in Poland with an enhanced role-playing of the Govern ment and its respective Ministries, particularly the Ministry of Environment in absence of an Energy Mini stry proper. What can be referred to as a state- centric model toward exploration of shale gas, the Polish case study evidences opportunities as well as challenges in replicating the US’s revolutionary g as production developments and it continues to have an impact on embryonic structure of energy govern ance in Poland. Utilising theories of politicisation and governance, the paper argues that the state-cen tric approach to the emerging resource may be inadequate to initiate a large-scale energy security change the country longs for. The state-centric approach and lack of a robust le gal framework may have been the ke y challenges to the rise of shale gas momentum which peaked in early 2010s. Exodus of key commercial actors from the Polish market in the last couple of years may harbinger inevita ble decline of future shale gas exploration and production as much needed financial and t echnological stimulus may be lacking.",297,"['poland', 'exploration', 'govern', 'sustainable exploration', 'state centric', 'centric', 'may', 'polish', 'security', 'shale gas poland', 'gas poland', 'energy', 'state', 'prospect', 'exploration shale gas', 'exploration shale', 'approach', 'structure', 'shale gas exploration', 'energy security']"
104,104,Enhancing the energy security and governance of shale gas,2014,"Many assessments of the promise and pitfalls to shale gas development are incomplete. They tend to focus primarily on the benefits for electricity generation and gas producers, and therefore only address in a limited way the impact shale gas has on wider issues such as energy security and stewardship. We expand on the existing literature by considering a broad treatment of the energy security needs of the United States and other countries. We find that with the proper safeguards in place-public disclosure, sound water management, continuous evaluation and stakeholder engagement, selectivity ...","Enhancing the energy security and governance of shale gas Many assessments of the promise and pitfalls to shale gas development are incomplete. They tend to focus primarily on the benefits for electricity generation and gas producers, and therefore only address in a limited way the impact shale gas has on wider issues such as energy security and stewardship. We expand on the existing literature by considering a broad treatment of the energy security needs of the United States and other countries. We find that with the proper safeguards in place-public disclosure, sound water management, continuous evaluation and stakeholder engagement, selectivity ...",101,"['energy security', 'security', 'primarily benefit electricity', 'primarily benefit', 'place public disclosure', 'place public', 'pitfall shale gas', 'pitfall shale', 'energy', 'stakeholder engagement', 'shale gas many', 'gas many', 'expand', 'enhancing', 'disclosure', 'countries find', 'tend', 'pitfall', 'sound', 'safeguard']"
105,105,Environmental Disputes and Opportunity-Threat Impacts Surrounding Natural Gas Fracking in Louisiana:,2014,"Despite the increasing socioenvironmental controversy over the use of horizontal drilling and hydraulic fracturing technology in unconventional natural gas development (i.e., fracking), few sociological studies have used citizen interview narratives to examine attitudes toward shale fracking at the local level. Drawing on sociological research, discursive documents, and in-depth interview data collected from regional stakeholder groups/citizens, this article offers a qualitative analysis of the environmental disputes and opportunity-threat impacts perceived to surround natural gas exploration and hydraulic fracking in the Haynesville Shale region of Louisiana. The narratives reveal that the fracking dispute largely revolves around divergent diagnostic and prognostic beliefs about shale gas development, as well as whether the perceived economic opportunities of development outweigh the alleged socioenvironmental risks to the Haynesville community. Some conclusions about the utility of qualitative research ...","Environmental Disputes and Opportunity-Threat Impacts Surrounding Natural Gas Fracking in Louisiana: Despite the increasing socioenvironmental controversy over the use of horizontal drilling and hydraulic fracturing technology in unconventional natural gas development (i.e., fracking), few sociological studies have used citizen interview narratives to examine attitudes toward shale fracking at the local level. Drawing on sociological research, discursive documents, and in-depth interview data collected from regional stakeholder groups/citizens, this article offers a qualitative analysis of the environmental disputes and opportunity-threat impacts perceived to surround natural gas exploration and hydraulic fracking in the Haynesville Shale region of Louisiana. The narratives reveal that the fracking dispute largely revolves around divergent diagnostic and prognostic beliefs about shale gas development, as well as whether the perceived economic opportunities of development outweigh the alleged socioenvironmental risks to the Haynesville community. Some conclusions about the utility of qualitative research ...",142,"['dispute', 'threat impact', 'opportunity threat impact', 'opportunity threat', 'environmental dispute opportunity', 'environmental dispute', 'dispute opportunity threat', 'dispute opportunity', 'socioenvironmental', 'haynesville', 'fracking', 'sociological', 'narrative', 'louisiana', 'opportunity', 'threat', 'qualitative', 'natural gas', 'natural', 'interview']"
106,106,Environmental Justice and Land Use Conflict: The governance of mineral and gas resource development,2017,"Conflict over the extraction of coal and gas resources has rapidly escalated in communities throughout the world. Using an environmental justice lens, this multidisciplinary book explores cases of land use conflict through the lived experiences of communities grappling with such disputes. Drawing on theories of justice and fairness in environmental decision making, it demonstrates how such land use conflicts concerning resource use can become entrenched social problems, resistant to policy and legal intervention. The author presents three case studies from New South Wales in Australia and Pennsylvania in the US of conflict concerning coal, coal gas and shale gas development. It shows how conflict has escalated in each case, exploring access to justice in land use decision making processes from the perspective of the communities at the heart of these disputes. Weaknesses in contemporary policy and regulatory frameworks, including ineffective opportunities for public participation and a lack of community recognition in land use decision making processes, are explored. The book concludes with an examination of possible procedural and institutional reforms to improve access to environmental justice and better manage cases of land use conflict. Overall, the volume links the philosophies of environmental justice with rich case study findings, offering readers further insight into both the theory and practice of land use decision making.","Environmental Justice and Land Use Conflict: The governance of mineral and gas resource development Conflict over the extraction of coal and gas resources has rapidly escalated in communities throughout the world. Using an environmental justice lens, this multidisciplinary book explores cases of land use conflict through the lived experiences of communities grappling with such disputes. Drawing on theories of justice and fairness in environmental decision making, it demonstrates how such land use conflicts concerning resource use can become entrenched social problems, resistant to policy and legal intervention. The author presents three case studies from New South Wales in Australia and Pennsylvania in the US of conflict concerning coal, coal gas and shale gas development. It shows how conflict has escalated in each case, exploring access to justice in land use decision making processes from the perspective of the communities at the heart of these disputes. Weaknesses in contemporary policy and regulatory frameworks, including ineffective opportunities for public participation and a lack of community recognition in land use decision making processes, are explored. The book concludes with an examination of possible procedural and institutional reforms to improve access to environmental justice and better manage cases of land use conflict. Overall, the volume links the philosophies of environmental justice with rich case study findings, offering readers further insight into both the theory and practice of land use decision making.",227,"['land use', 'conflict', 'justice', 'use', 'land', 'use conflict', 'land use conflict', 'environmental justice', 'use decision making', 'use decision', 'land use decision', 'case', 'coal', 'decision making', 'justice land use', 'justice land', 'escalated', 'disputes', 'development conflict', 'conflict concerning']"
